id,barcode,name,brand,generic_name,quantity,category,macro_category,food_type,kcal,protein,carbs,fat,fiber_100g,sugars_100g,saturated_fat_100g,salt_100g,sodium_100g,cholesterol_mg_100g,serving_size,serving_quantity,ingredients,allergens,labels,source,source_url,countries_tags,image_url,verified,usable_for_meal_generator,data_quality_score,nutrients,created_at,updated_at
crea_005000,,Aglio,,,,verdura,protein_source,generic_food,53,8.4,1,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005001,,Aglio Rosso di Castelliri,,,,verdura,protein_source,generic_food,52,8.9,1.02,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005002,,Aglio Rosso di Procerno,,,,verdura,protein_source,generic_food,57,8.9,1,0.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005003,,Aglio Rosso di Sulmona,,,,verdura,protein_source,generic_food,58,8.7,1,1.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005004,,Aglio Bianco Piacentino,,,,verdura,protein_source,generic_food,47,7.2,0.9,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005010,,"Agretti, crudi",,,,verdura,mixed_source,generic_food,22,1.8,2.2,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005025,,"Agretti, cotti, bolliti",,,,verdura,carb_source,generic_food,25,2.1,2.6,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005030,,"Asparagi di bosco, crudi",,,,verdura,protein_source,generic_food,40,4.6,4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005040,,"Asparagi di campo, crudi",,,,verdura,mixed_source,generic_food,33,3.6,3.3,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005045,,"Asparagi di campo, cotti, bolliti",,,,verdura,mixed_source,generic_food,34,3.8,3.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005050,,"Asparagi di serra, crudi",,,,verdura,mixed_source,generic_food,28,3,3,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005060,,"Barbabietole rosse, crude",,,,verdura,carb_source,generic_food,25,1.1,4,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005065,,"Barbabietole rosse, cotte, bollite",,,,verdura,carb_source,generic_food,43,2.1,7.8,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005080,,"Bieta, cruda",,,,verdura,carb_source,generic_food,15,1.3,1.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005084,,"Bieta, cotta, al microonde",,,,verdura,carb_source,generic_food,15,1.3,1.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005085,,"Bieta, cotta, bollita",,,,verdura,carb_source,generic_food,18,1.5,2.1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005090,,"Broccoletti di rapa, crudi",,,,verdura,protein_source,generic_food,28,2.9,2,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005095,,"Broccoletti di rapa, cotti, bolliti",,,,verdura,protein_source,generic_food,29,3.1,2.1,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005105,,"Broccolo a testa, cotto, bollito",,,,verdura,mixed_source,generic_food,34,3.1,3.2,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005110,,"Broccolo a testa, crudo",,,,verdura,mixed_source,generic_food,33,3,3.1,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005120,,"Carciofi, crudi",,,,verdura,mixed_source,generic_food,33,2.7,2.5,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005124,,"Carciofi, cotti, al microonde",,,,verdura,mixed_source,generic_food,34,2.8,2.5,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005125,,"Carciofi, cotti, bolliti",,,,verdura,mixed_source,generic_food,44,3.6,3.3,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005130,,"Carciofi, surgelati",,,,verdura,mixed_source,generic_food,32,2.7,2.5,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005131,,Carciofo Romanesco IGP,,,,verdura,carb_source,generic_food,48,3,6.1,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005132,,"Carciofo, verde, precoce",,,,verdura,carb_source,generic_food,45,2.9,5.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005134,,"Carciofo, violetto, precoce",,,,verdura,carb_source,generic_food,43,2.8,5.2,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005136,,"Carciofo, Spinoso sardo",,,,verdura,carb_source,generic_food,45,1.9,8.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005140,,"Cardi, crudi",,,,verdura,carb_source,generic_food,13,0.6,1.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005150,,"Carote, crude",,,,verdura,carb_source,generic_food,41,1.1,7.6,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005154,,"Carote, cotte, al microonde",,,,verdura,carb_source,generic_food,41,1.1,7.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:17:12.079487+00:00,2026-06-04T21:17:12.079487+00:00
crea_005155,,"Carote, cotte, bollite",,,,verdura,carb_source,generic_food,47,1.3,8.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005160,,"Cavolfiore, crudo",,,,verdura,protein_source,generic_food,30,3.2,2.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005164,,"Cavolfiore, cotto, al microonde",,,,verdura,mixed_source,generic_food,30,3.2,2.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005165,,"Cavolfiore, cotto, bollito",,,,verdura,protein_source,generic_food,31,3.4,2.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005170,,"Cavoli di Bruxelles, crudi",,,,verdura,mixed_source,generic_food,47,4.2,4.2,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005175,,"Cavoli di Bruxelles, cotti, bolliti",,,,verdura,mixed_source,generic_food,53,4.7,4.6,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005180,,"Cavolo broccolo verde ramoso, crudo",,,,verdura,protein_source,generic_food,30,3.4,2,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005185,,"Cavolo broccolo verde ramoso, cotto, bollito",,,,verdura,protein_source,generic_food,52,6,3.5,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005190,,"Cavolo cappuccio, rosso, crudo",,,,verdura,carb_source,generic_food,22,1.9,2.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005195,,"Cardi, cotti, bolliti",,,,verdura,carb_source,generic_food,22,1,2.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005200,,"Cavolo cappuccio, verde, crudo",,,,verdura,carb_source,generic_food,24,2.1,2.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005205,,"Cavolo cappuccio, verde, cotto, bollito",,,,verdura,carb_source,generic_food,24,2.1,2.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005210,,"Cavolo verza, cruda",,,,verdura,carb_source,generic_food,29,2,3.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005215,,"Cavolo verza, cotto, bollito",,,,verdura,carb_source,generic_food,29,2,3.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005220,,"Cetrioli, freschi",,,,verdura,mixed_source,generic_food,16,0.7,1.8,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005230,,"Cicoria, da taglio, coltivata, cruda",,,,verdura,carb_source,generic_food,14,1.2,1.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005240,,"Cicoria, di campo, cruda",,,,verdura,protein_source,generic_food,17,1.4,0.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005245,,"Cicoria, di campo, cotta, bollita",,,,verdura,protein_source,generic_food,17,1.4,0.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005250,,"Cicoria, witloof o indivia belga, cruda",,,,verdura,carb_source,generic_food,20,0.7,3.2,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005300,,"Cipolle, crude",,,,verdura,carb_source,generic_food,28,1,5.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005305,,"Cipolle, cotte, bollite",,,,verdura,carb_source,generic_food,39,1.4,7.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005310,,"Cipolline, crude",,,,verdura,carb_source,generic_food,42,1.3,8.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005315,,"Cipolline, cotte, bollite",,,,verdura,carb_source,generic_food,53,1.7,10.9,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005320,,"Finocchi, crudi",,,,verdura,carb_source,generic_food,15,1.2,1.5,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005324,,"Finocchi, cotti, al microonde",,,,verdura,carb_source,generic_food,15,1.2,1.5,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005325,,"Finocchi, cotti, bolliti",,,,verdura,carb_source,generic_food,17,1.4,1.7,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005330,,"Fiori di zucca, freschi",,,,verdura,protein_source,generic_food,18,1.7,0.5,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005340,,"Foglie di rapa, crude",,,,verdura,mixed_source,generic_food,27,2.6,2.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005350,,Germogli di soia,,,,verdura,protein_source,generic_food,54,6.2,3,1.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005400,,"Indivia, fresca",,,,verdura,carb_source,generic_food,20,0.9,2.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005410,,"Lattuga, fresca",,,,verdura,mixed_source,generic_food,22,1.8,2.2,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005420,,"Lattuga, a cappuccio, fresca",,,,verdura,carb_source,generic_food,22,1.5,3,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005430,,"Lattuga, da taglio, fresca",,,,verdura,carb_source,generic_food,17,1.1,2.2,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005435,,"Lattughino, fresco",,,,verdura,mixed_source,generic_food,16,1.5,1.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005436,,"Lattughino IV gamma, fresco",,,,verdura,mixed_source,generic_food,16,1.4,1.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005440,,"Radicchio, rosso, fresco",,,,verdura,mixed_source,generic_food,19,1.4,1.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005441,,"Radicchio rosso di Treviso IGP, precoce",,,,verdura,protein_source,generic_food,16,1.6,1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005442,,"Radicchio rosso di Treviso IGP, tardivo",,,,verdura,mixed_source,generic_food,16,1.5,1.4,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005443,,Radicchio variegato di Castelfranco IGP,,,,verdura,mixed_source,generic_food,16,1.3,1.4,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005450,,"Radicchio, verde, fresco",,,,verdura,protein_source,generic_food,14,1.9,0.5,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005460,,"Rughetta o rucola, fresca",,,,verdura,carb_source,generic_food,30,2.6,3.9,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005465,,Scarola,,,,verdura,carb_source,generic_food,19,1.1,2.3,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005466,,"Scarola IV gamma, fresca",,,,verdura,carb_source,generic_food,17,0.9,2.2,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005470,,"Tarassaco o dente di leone, fresco",,,,verdura,mixed_source,generic_food,37,3.1,3.7,1.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005500,,"Melanzane, crude",,,,verdura,carb_source,generic_food,23,1,2.6,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005506,,"Melanzane, cotte, in padella",,,,verdura,carb_source,generic_food,39,1.3,5.4,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005507,,"Melanzane, cotte, al microonde",,,,verdura,carb_source,generic_food,23,0.8,3,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005600,,"Peperoni, crudi",,,,verdura,carb_source,generic_food,26,0.9,4.2,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005606,,"Peperoni, cotti, in padella",,,,verdura,carb_source,generic_food,143,5.2,24.3,1.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005610,,"Peperoni, rossi e gialli, crudi",,,,verdura,carb_source,generic_food,35,0.9,6.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005620,,"Peperoni, gialli, crudi",,,,verdura,carb_source,generic_food,35,0.9,6.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005624,,"Peperoni, gialli, cotti, al microonde",,,,verdura,carb_source,generic_food,41,1.1,8.1,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005630,,"Peperoni, rossi, crudi",,,,verdura,carb_source,generic_food,34,0.9,6.5,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005634,,"Peperoni, rossi, cotti, al microonde",,,,verdura,carb_source,generic_food,42,1.1,7.9,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005640,,"Peperoni, verdi, crudi",,,,verdura,carb_source,generic_food,31,0.7,6,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005650,,"Porri, crudi",,,,verdura,carb_source,generic_food,35,2.1,5.2,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005655,,"Porri, cotti, bolliti",,,,verdura,carb_source,generic_food,35,2.1,5.3,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005660,,"Rape, crude",,,,verdura,carb_source,generic_food,24,1,4,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005665,,"Rape, cotte, bollite",,,,verdura,carb_source,generic_food,26,1.1,4.3,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005670,,"Ravanelli, freschi",,,,verdura,carb_source,generic_food,13,0.8,1.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005680,,"Sedano, crudo",,,,verdura,mixed_source,generic_food,23,2.3,2.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005684,,"Sedano, cotto, al microonde",,,,verdura,mixed_source,generic_food,24,2.4,2.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005690,,"Sedano rapa, crudo",,,,verdura,carb_source,generic_food,29,1.9,3.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005700,,"Spinaci, crudi",,,,verdura,mixed_source,generic_food,35,3.4,2.9,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005704,,"Spinaci, cotti, al microonde",,,,verdura,mixed_source,generic_food,35,3.4,3,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005705,,"Spinaci, cotti, bolliti",,,,verdura,mixed_source,generic_food,41,4,3.5,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005710,,"Spinaci, surgelati",,,,verdura,protein_source,generic_food,15,2.8,0,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005720,,"Zucca gialla, fresca",,,,verdura,carb_source,generic_food,29,1.1,3.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005730,,"Zucchine, crude",,,,verdura,mixed_source,generic_food,16,1.5,1.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005735,,"Zucchine, cotte, bollite",,,,verdura,mixed_source,generic_food,30,3.2,3.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005740,,"Zucchine, chiare",,,,verdura,mixed_source,generic_food,17,1.9,1.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005741,,"Zucchine chiare, cotte, al vapore",,,,verdura,carb_source,generic_food,20,2,2.5,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005742,,"Zucchine chiare, cotte, in padella grigliate",,,,verdura,carb_source,generic_food,29,0,5.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005744,,"Zucchine, chiare, cotte, al microonde",,,,verdura,carb_source,generic_food,23,2,3,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005750,,"Zucchine, scure, crude",,,,verdura,carb_source,generic_food,17,1.4,2.1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005751,,"Zucchine, scure, cotte, al vapore",,,,verdura,carb_source,generic_food,20,1.6,2.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005752,,"Zucchine, scure, cotte, in padella grigliate",,,,verdura,carb_source,generic_food,37,2.7,5.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_005754,,"Zucchine, scure, cotte, al microonde",,,,verdura,carb_source,generic_food,23,1.8,3.5,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006000,,"Funghi coltivati, prataioli, crudi",,,,verdura,protein_source,generic_food,24,3.7,0.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006006,,"Funghi coltivati, prataioli, cotti, in padella",,,,verdura,protein_source,generic_food,46,7,1.5,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006010,,"Funghi coltivati, pleurotes, crudi",,,,verdura,carb_source,generic_food,37,2.2,5.6,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006016,,"Funghi coltivati, pleurotes, cotti, in padella",,,,verdura,carb_source,generic_food,35,2.6,5.3,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006020,,"Funghi ovuli, crudi",,,,verdura,mixed_source,generic_food,23,2,1.6,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006030,,"Funghi porcini, crudi",,,,verdura,protein_source,generic_food,31,3.9,1,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006200,,"Tartufo, nero",,,,verdura,protein_source,generic_food,48,6,0.7,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006500,,"Patate, crude",,,,verdura,carb_source,generic_food,72,2,16,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
